,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Report.Status,Event.Year
79733,Accident,2017-04-07,Non-Fatal,Substantial,Airplane,STINSON,Instructional,0.0,0.0,0.0,2.0,The pilot receiving instruction's incorrect brake usage and failure to maintain directional control during the landing roll.,2017
79735,Accident,2017-04-07,Non-Fatal,Substantial,Airplane,PIPER,Business,0.0,1.0,0.0,2.0,"The pilot's failure to maintain control during landing, which resulted in an impact with terrain.",2017
79736,Accident,2017-04-08,Fatal,Destroyed,Airplane,PIPER,Personal,1.0,0.0,0.0,0.0,"The incorrect rigging of the elevator control cables, which resulted in a reversal of elevator control inputs applied by the pilot during the takeoff, an excessive nose-high pitch, and subsequent aerodynamic stall after takeoff. Also causal was the inadequate postmaintenance inspection and the pilot's inadequate preflight inspection and before takeoff check, which failed to detect the misrigging.",2017
79737,Accident,2017-04-08,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,Personal,0.0,1.0,1.0,0.0,The pilot's failure to maintain airplane and directional control during the landing roll and subsequent go-around in gusting wind conditions.,2017
79738,Accident,2017-04-08,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,The failure of the left main landing gear on landing for reasons that could not be determined due to the extent of damage sustained during the accident.,2017
79739,Accident,2017-04-08,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The other pilots decision to land on an occupied runway and his failure to see and avoid the airplane.
",2017
79740,Accident,2017-04-08,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"The pilots improper landing flare, which resulted in a hard, porpoised landing and subsequent nose-over. 
",2017
79741,Accident,2017-04-08,Non-Fatal,Destroyed,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,Aerial Application,0.0,0.0,0.0,1.0,"An in-flight fire for reasons that could not be determined based on available information.  ",2017
79743,Accident,2017-04-09,Non-Fatal,Substantial,Airplane,COSTRUZIONI AERONAUTICHE TECNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain the runway heading and the improper landing flare during landing.
",2017
79744,Accident,2017-04-09,Non-Fatal,Substantial,Airplane,PIPER,Instructional,0.0,0.0,0.0,2.0,"Maintenance personnels improper securing of an unused instrument lamp socket during recent maintenance, which resulted in an electrical short of the landing gear controls and stopped the landing gear while it was transitioning to the down position and led to the landing gear collapse.",2017
79745,Accident,2017-04-09,Non-Fatal,Substantial,Airplane,AMERICAN,Personal,0.0,1.0,0.0,0.0,"The pilots failure to maintain a proper approach path, which resulted in an impact with trees.
",2017
79746,Accident,2017-04-09,Non-Fatal,Substantial,Airplane,BELLANCA,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control during the takeoff roll.,2017
79748,Accident,2017-04-10,Non-Fatal,Substantial,Airplane,WEATHERLY AVIATION CO INC,Aerial Application,0.0,0.0,0.0,1.0,"The pilots failure to maintain altitude during low-altitude maneuvers in flat light conditions.
",2017
79751,Accident,2017-04-11,Non-Fatal,Substantial,Airplane,LAZEAR JOHN T,Personal,0.0,1.0,0.0,0.0,"The pilot's improper pretakeoff planning, his failure to maintain adequate airspeed, and his exceedance of the airplane's critical angle of attack during a short-field takeoff with a tailwind, which resulted in an aerodynamic stall.",2017
79752,Accident,2017-04-11,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,2.0,"The pilots delayed attempt to abort the takeoff with a tailwind, which resulted in a runway overrun.
",2017
79754,Accident,2017-04-12,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots improper preflight fuel planning, which resulted in fuel exhaustion and the total loss of engine power.",2017
79755,Accident,2017-04-12,Fatal,Substantial,Airplane,TEMCO,Personal,1.0,0.0,0.0,0.0,"The pilot's loss of control after exceeding the airplane's critical angle of attack during takeoff, which resulted in an aerodynamic stall.",2017
79756,Accident,2017-04-12,Fatal,Destroyed,Airplane,HOWARD AIRCRAFT,Personal,1.0,0.0,0.0,0.0,"The pilot's failure to maintain airplane control during an attempted go-around in gusting crosswind conditions, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall.",2017
79757,Accident,2017-04-12,Non-Fatal,Substantial,Airplane,CESSNA,Flight Test,0.0,0.0,0.0,1.0,"A total loss of engine power due to fuel contamination, which resulted from the pilots inadequate preflight inspection that did not detect water contamination.",2017
79758,Accident,2017-04-12,Non-Fatal,Substantial,Airplane,BELLANCA,Personal,0.0,0.0,0.0,1.0,The airplane's left main ski's collision with a submerged frozen sand berm.,2017
79759,Accident,2017-04-12,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control during the landing roll with crosswind conditions. 
",2017
79760,Accident,2017-04-12,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilots complacency during the en route phase of flight, which resulted in fuel mismanagement and a subsequent gear-up landing. 
",2017
79762,Accident,2017-04-13,Non-Fatal,Substantial,Airplane,TITAN,Personal,0.0,0.0,1.0,0.0,"Maintenance personnels improper attachment of the aileron system components, which resulted in the pilot's inability to maintain flight control. 

",2017
79766,Accident,2017-04-15,Non-Fatal,Substantial,Airplane,AEROPRO CZ,Personal,0.0,0.0,0.0,1.0,"The pilot's improper landing flare, which resulted in a hard landing and subsequent nose-over.",2017
79767,Accident,2017-04-15,Non-Fatal,Substantial,Airplane,ZEILER,Personal,0.0,1.0,0.0,0.0,"The pilots unstabilized approach and failure to go around, which resulted in impact with trees.
",2017
79768,Accident,2017-04-15,Fatal,Destroyed,Airplane,CESSNA,Personal,4.0,0.0,0.0,0.0,"The pilot's failure to maintain adequate airspeed during initial climb in gusty wind conditions, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall/spin.",2017
79769,Accident,2017-04-15,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,Positioning,0.0,0.0,0.0,1.0,"The pilots failure to maintain separation from a fence post during taxi at night.
",2017
79770,Accident,2017-04-15,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilot's inadequate fuel planning and in-flight fuel monitoring, which resulted in a total loss of engine power due to fuel exhaustion.
",2017
79772,Accident,2017-04-16,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"The partial loss of engine power for reasons that could not be determined based on the available information, which resulted in the forced landing attempt and impact with power lines.

",2017
79774,Accident,2017-04-17,Non-Fatal,Substantial,Gyrocraft,LOOMIS,Personal,0.0,0.0,0.0,2.0,"A partial loss of engine power for reasons that could not be determined based on the available information. Contributing to the accident was the failure of the owners to obtain proper materials regarding the operation and maintenance of the engine. ",2017
79775,Accident,2017-04-17,Fatal,Destroyed,Airplane,SOCATA,Personal,2.0,0.0,0.0,0.0,"The pilot's decision to continue visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into mountainous terrain.",2017
79776,Accident,2017-04-17,Non-Fatal,Substantial,Airplane,CHEUNG DAVID S,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain an adequate approach path, which resulted in a long landing and subsequent runway overrun. ",2017
79777,Accident,2017-04-17,Non-Fatal,Substantial,Airplane,GRUMMAN SCHWEIZER,Aerial Application,0.0,0.0,0.0,1.0,"A crack in the cylinder of the radial engine, which resulted in a loss of engine power and a forced landing on unsuitable terrain.",2017
79780,Accident,2017-04-18,Fatal,Substantial,Airplane,LUSCOMBE,Personal,2.0,0.0,0.0,0.0,"The flying pilot's excessive maneuvering of the airplane at a slow airspeed, which resulted in exceedance of the critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilots' operation of the airplane over its maximum allowable gross weight.",2017
79781,Accident,2017-04-18,Non-Fatal,Substantial,Airplane,CESSNA,Unknown,0.0,0.0,2.0,0.0,The NTSB did not determine the probable cause of this event and does not plan to issue a report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.,2017
79783,Accident,2017-04-19,Non-Fatal,Substantial,Airplane,BEECH,Personal,0.0,0.0,0.0,2.0,The pilot's inaccurate takeoff performance calculations and failure to maintain directional control during an aborted takeoff.,2017
79784,Accident,2017-04-19,Non-Fatal,Substantial,Airplane,PIPER,Instructional,0.0,0.0,0.0,2.0,"The pilot receiving instructions failure to maintain directional control during landing in gusting wind conditions.
",2017
79785,Accident,2017-04-20,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND GMBH,Instructional,0.0,0.0,0.0,1.0,"Loss of engine power due to the installation of an improper air induction hose, which failed and prevented sufficient air intake to the turbocharger.",2017
79786,Accident,2017-04-20,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,A total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no evidence of any preaccident mechanical malfunctions or failures that would have precluded normal operation.,2017
79787,Accident,2017-04-20,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots inadequate fuel management, which resulted in a total loss of engine power due to fuel starvation. ",2017
79788,Accident,2017-04-20,Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,Personal,0.0,0.0,0.0,1.0,"The pilot's improper landing flare, which resulted in a bounced landing, and his subsequent failure to maintain directional control when he initiated a go-around.",2017
79790,Accident,2017-04-20,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain directional control of the airplane during the landing roll with a quartering tailwind. 
",2017
79794,Accident,2017-04-21,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,Aerial Application,0.0,0.0,0.0,1.0,"The total loss of engine power for reasons that could not be determined because an examination of the engine and a test run did not reveal any mechanical malfunctions or failures that would have precluded normal operation.
 ",2017
79795,Accident,2017-04-21,Non-Fatal,Substantial,Airplane,PARLETTE ROBERT L,Personal,0.0,1.0,0.0,0.0,"The pilots improper landing flare and subsequent failure to adequately compensate for gusting wind conditions during a go-around. 
",2017
79796,Accident,2017-04-21,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,The pilot's incorrect landing flare in gusting wind conditions.,2017
79797,Accident,2017-04-22,Non-Fatal,Substantial,Airplane,GANJOO AMIT,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to use carburetor heat appropriately, which resulted in a total loss of engine power due to the formation of carburetor ice.",2017
79798,Accident,2017-04-22,Non-Fatal,Substantial,Balloon,BALONY KUBICEK SPOL SRO,Business,0.0,0.0,0.0,9.0,"The pilots failure to see and avoid power lines during landing. 
",2017
79799,Accident,2017-04-23,Fatal,Substantial,Airplane,APPLEBY,Personal,1.0,0.0,0.0,0.0,"The failure of unknown personnel to properly safety an elevator control cable turnbuckle, which disconnected in flight resulting in loss of pitch control. Contributing to the accident was the inadequate design of the experimental airplane, which did not provide a mechanism for accessing the entire flight control system during routine inspections.",2017
79800,Accident,2017-04-23,Non-Fatal,Substantial,Airplane,CESSNA,Skydiving,0.0,1.0,0.0,0.0,"The mechanic's failure to inspect and clean the carburetor fuel inlet screen during the airplanes annual inspection, which allowed undetected debris and dirt to obstruct the fuel supply and resulted in fuel starvation and the subsequent total loss of engine power.",2017
79801,Accident,2017-04-23,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,2.0,"The pilot's improper fuel planning, which resulted in a total loss of power to both engines due to fuel exhaustion.",2017
79802,Accident,2017-04-23,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots improper landing flare, which resulted in a bounced landing, the failure of the right main landing gear wheel, and a ground loop. ",2017
79803,Accident,2017-04-23,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,4.0,0.0,0.0,"The failure of the airplane owner and maintenance personnel to follow the propeller manufacturer's recommend overhaul schedule, which resulted in a fatigue fracture of the propeller blade actuating pin and a loss of thrust in flight.",2017
79804,Accident,2017-04-24,Fatal,Substantial,Airplane,BELLANCA,Personal,2.0,0.0,0.0,0.0,"The pilot's impairment, due to his use of a combination of psychoactive drugs and a vision deficiency in his left eye, which resulted in a failure to maintain adequate altitude during final approach to landing and subsequent collision with power lines.",2017
79805,Accident,2017-04-24,Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,Personal,1.0,0.0,1.0,0.0,"The pilot's unstablilized approach and improper landing flare, which resulted in a bounced landing, and his subsequent failure to maintain control during a go-around. Contributing to the accident was the pilot's lack of experience in the accident airplane make and model.",2017
79806,Accident,2017-04-24,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"The pilot's improper energy management during an emergency landing approach that was prompted by an engine power loss. The specific reason(s) for the power loss and the improper energy management could not be determined based on available evidence.  

 
",2017
79807,Accident,2017-04-24,Non-Fatal,Substantial,Airplane,BEECH,Instructional,0.0,0.0,0.0,2.0,"An in-flight collision with a bird during the approach. 
",2017
79808,Accident,2017-04-24,Non-Fatal,Substantial,Airplane,THOMAS B MCGRATH,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control of the airplane during the landing roll in crosswind conditions.
",2017
79809,Accident,2017-04-25,Fatal,Destroyed,Airplane,CESSNA,Flight Test,1.0,0.0,0.0,0.0,"The pilot's failure to identify the alternate runway, to perform a timely precautionary landing, and to maintain airplane control. Contributing to the accident was the failure of the left engine due to oil starvation for reasons that could not be determined based on the postaccident examination.",2017
79811,Accident,2017-04-27,Fatal,Destroyed,Airplane,NANCHANG,Personal,1.0,0.0,0.0,0.0,The pilot's failure to maintain airplane control following a descent into clouds.,2017
79813,Accident,2017-04-28,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,2.0,"The pilots failure to follow the manufacturers go-around procedure, which resulted in an aerodynamic stall. 
",2017
79814,Accident,2017-04-28,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain altitude and airspeed while maneuvering at a low altitude.
",2017
79815,Accident,2017-04-28,Non-Fatal,Substantial,Glider,SCHWEIZER,Personal,0.0,0.0,0.0,1.0,"The pilots failure to attain a proper glidepath on approach for landing in gusting wind conditions, which resulted in an off-airport landing and impact with soccer goal posts. 
",2017
79816,Accident,2017-04-28,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,3.0,"The pilots runway selection, which resulted in landing with a tailwind and an unstabilized approach and subsequent runway overrun. 
",2017
79817,Accident,2017-04-28,Fatal,Substantial,Airplane,AIR TRACTOR INC,Aerial Application,1.0,0.0,0.0,0.0,An impact with terrain during final approach for reasons that could not be determined because no evidence of an in-flight failure or malfunction was observed.,2017
79818,Accident,2017-04-28,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain a flare during landing in variable, gusting wind conditions.
",2017
79822,Accident,2017-04-29,Non-Fatal,Substantial,Airplane,YAKOVLEV,Personal,0.0,1.0,0.0,1.0,"A partial loss of engine power due to contaminants in the fuel system that decreased the fuel flow, the source of which could not be determined.",2017
79825,Accident,2017-04-30,Fatal,Destroyed,Airplane,CHAMPION,Instructional,2.0,0.0,0.0,0.0,The failure of the flight instructor and the commercial pilot to maintain adequate clearance from a power line during an aerial application training flight.,2017
79826,Accident,2017-04-30,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,2.0,"The in-flight disconnection of the fuel injection servo throttle linkage, which resulted in a loss of engine power.",2017
79827,Accident,2017-04-30,Non-Fatal,Substantial,Airplane,ZWICKER MURRAY R,Personal,0.0,0.0,0.0,2.0,"The amphibious float-equipped airplane's encounter with a submerged object during a water landing, which resulted in a nose-over.",2017
79828,Accident,2017-04-30,Non-Fatal,Substantial,Weight-Shift,NORTH WING UUM INC,Instructional,0.0,2.0,0.0,0.0,"The student pilots exceedance of the weight-shift-control aircrafts critical angle of attack and the flight instructors delayed remedial action and failure to maintain the proper airspeed after encountering localized turbulence during approach, which resulted in an aerodynamic stall.
",2017
79831,Accident,2017-04-30,Non-Fatal,Substantial,Airplane,MAULE,Positioning,0.0,0.0,0.0,1.0,"The pilot's decision to fly into and land at an area of known widespread high gusting wind, which resulted in a nose-over.",2017
79832,Accident,2017-04-30,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,2.0,"A fracture and collapse of the main landing gear. Contributing to the accident was corrosion to the hydrasorb lug fitting.",2017
79833,Accident,2017-05-01,Non-Fatal,Substantial,Airplane,CIRRUS,Instructional,0.0,0.0,0.0,2.0,"The student pilots failure to adequately compensate for crosswind conditions during a go-around and the flight instructors delayed remedial action. 
",2017
79836,Accident,2017-05-02,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,2.0,"The students incorrect use of the go-around procedure, which resulted in an aerodynamic stall, and the flight instructors delayed remedial action.
",2017
79837,Accident,2017-05-02,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,1.0,0.0,1.0,"The improper maintenance of the carburetor, which resulted in a stuck float and a partial loss of engine power during takeoff.",2017
79839,Accident,2017-05-02,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,1.0,0.0,2.0,"The loose fuel tank selector knob set screw, which prevented the fuel selector from moving to the fuel tank position for the tank with usable fuel and resulted in fuel starvation and the subsequent total loss of engine power. 
",2017
79841,Accident,2017-05-03,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,1.0,"The student pilots incorrect flap configuration during the go-around, which resulted in a hard, forced landing.
",2017
79842,Accident,2017-05-03,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,1.0,"The student pilots failure to maintain directional control during a touch-and-go. 
",2017
79844,Accident,2017-05-04,Non-Fatal,Destroyed,Gyrocraft,CURTIS LUND,Personal,0.0,0.0,0.0,1.0,"The student pilots improper landing flare, which resulted in a hard landing.
",2017
79845,Accident,2017-05-04,Non-Fatal,Substantial,Airplane,NELSON SYDNEY,Personal,0.0,1.0,0.0,0.0,"The pilot's improper landing flare and inadvertent selection of the mixture control, which resulted in a hard, bounced landing during gusting crosswind wind conditions.",2017
79846,Accident,2017-05-04,Non-Fatal,Substantial,Gyrocraft,Autogyro,Personal,0.0,1.0,0.0,0.0,"The pilots improper takeoff procedure, which resulted in a loss of directional control during the takeoff. 
",2017
79848,Accident,2017-05-04,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilots use of excessive speed during a right turn from the runway to the taxiway, which resulted in a loss of directional control.
",2017
79849,Accident,2017-05-04,Non-Fatal,Destroyed,Airplane,AIR TRACTOR INC,Aerial Application,0.0,1.0,0.0,0.0,"The partial loss of engine power during takeoff for reasons that could not be determined based on the available information.",2017
79850,Accident,2017-05-04,Fatal,Substantial,Airplane,Hy-Tek,Personal,1.0,0.0,0.0,0.0,"The noncertificated pilot's impairment from methamphetamine and alcohol use, which precluded the pilot from maintaining control of the airplane after a loss of engine power for reasons that could not be determined based on available information.   

 
",2017
79853,Accident,2017-05-05,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,Personal,1.0,0.0,0.0,0.0,"The pilot's decision to attempt to land while a line of rain showers with microburst activity was crossing the airport, which resulted in a loss of control during a subsequent attempted go-around.",2017
79854,Accident,2017-05-05,Non-Fatal,Substantial,Airplane,QUICKSILVER MANUFACTURING INC,Personal,0.0,0.0,0.0,1.0,"The pilots failure to see and avoid trees during low-altitude flight. 
",2017
79855,Accident,2017-05-05,Non-Fatal,Substantial,Airplane,ROBERT E BOUNDS,Personal,0.0,0.0,2.0,0.0,The flight instructor's failure to maintain airplane control during landing when he inadvertently applied brake pressure to the toe brakes when the airplane touched down.,2017
79856,Accident,2017-05-05,Non-Fatal,Substantial,Airplane,THRUSH AIRCRAFT INC,Aerial Application,0.0,0.0,0.0,1.0,"A total loss of engine power during a low-altitude agricultural application flight for reasons that could not be determined during detailed examinations. Contributing to the accident was the pilots failure to follow the airplane manufacturer's emergency procedures to recover engine power, which resulted in a forced landing.",2017
79857,Accident,2017-05-05,Non-Fatal,Substantial,Airplane,ADRIAN GEORGE W,Personal,0.0,0.0,0.0,1.0,"The pilots improper landing flare and exceedance of the airplanes critical angle of attack during landing, which resulted in an aerodynamic stall.
",2017
79858,Accident,2017-05-05,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control while landing in gusting crosswind conditions.",2017
79860,Accident,2017-05-06,Non-Fatal,Substantial,Airplane,STINSON,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain directional control during the takeoff roll.
",2017
79861,Accident,2017-05-07,Non-Fatal,Destroyed,Airplane,Grumman,Aerial Application,0.0,0.0,0.0,1.0,"The pilots loss of directional control during takeoff with a quartering tailwind, which resulted in a runway excursion and separation of the right landing gear.
",2017
79862,Accident,2017-05-07,Non-Fatal,Substantial,Airplane,JOHNSON KENNETH,Personal,0.0,0.0,0.0,2.0,The pilot's decision to land with a gusting tailwind and his subsequent failure to maintain directional control.,2017
79864,Accident,2017-05-07,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,2.0,"The pilots improper landing flare and subsequent failure to maintain directional control during the landing roll in gusting crosswind conditions.
",2017
79865,Accident,2017-05-07,Non-Fatal,Substantial,Airplane,JOHN MURPHY,Personal,0.0,0.0,0.0,1.0,"The pilots failure to ensure that the canopy was properly secured before takeoff, which resulted in an unstable landing flare and hard landing.
",2017
79866,Accident,2017-05-07,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to obtain updated weather information while practicing takeoffs and landings and his subsequent failure to maintain directional control during the landing roll in gusting crosswind conditions.
",2017
79867,Accident,2017-05-08,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,"The loss of yaw control due to an inadequately compressed rudder swage, which resulted from inadequate maintenance and led to the separation of the forward right rudder cable. 
",2017
79868,Accident,2017-05-08,Fatal,Substantial,Airplane,ICON AIRCRAFT INC,Business,2.0,0.0,0.0,0.0,The pilot's failure to maintain clearance from terrain while maneuvering at a low altitude. Contributing to the accident was the pilot's mistaken entry into a canyon surrounded by steep rising terrain while at a low altitude for reasons that could not be determined.,2017
79869,Accident,2017-05-08,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,Aerial Application,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control during the go-around with a tailwind.
",2017
79870,Accident,2017-05-08,Non-Fatal,Substantial,Airplane,BEECH,Instructional,0.0,2.0,0.0,0.0,"The flight instructors inadequate in-flight fuel management, which resulted in fuel starvation and a total loss of engine power.
 ",2017
79871,Accident,2017-05-08,Non-Fatal,Destroyed,Airplane,GRUMMAN,Aerial Application,0.0,0.0,0.0,1.0,"A tire failure for reasons that could not be determined, which resulted in a loss of directional control during takeoff. ",2017
79872,Accident,2017-05-09,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control in tailwind and crosswind conditions.
",2017
79873,Accident,2017-05-09,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,1.0,"A total loss of engine power during initial climb for reasons that could not be determined because the airplane sank in the ocean and was not recovered.",2017
79874,Accident,2017-05-09,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"A total loss of engine power due to inadequate maintenance and inspection of the engine, which resulted in a fatigue crack and subsequent failure of the No. 4 cylinder.",2017
79875,Accident,2017-05-09,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain an adequate glidepath during approach, which resulted in an impact with a semi-truck.
",2017
79878,Accident,2017-05-10,Non-Fatal,Substantial,Airplane,REUPERT MARK,Personal,0.0,1.0,1.0,0.0,"The sport pilot's failure to maintain airplane control during takeoff, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall.",2017
79879,Accident,2017-05-10,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"The pilots loss of runway visibility during landing in rain, which resulted in the pilots loss of situational awareness and subsequent loss of airplane control.",2017
79883,Accident,2017-05-11,Non-Fatal,Substantial,Airplane,PIPER,Instructional,0.0,0.0,1.0,1.0,"The flight instructor's incorrect brake application during a high-speed taxi with a tailwind, which resulted in a nose-over.",2017
79884,Accident,2017-05-12,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,2.0,"The pilots improper landing flare, which resulted in a bounced landing. ",2017
79885,Accident,2017-05-12,Fatal,Destroyed,Airplane,BEECH,Personal,2.0,0.0,0.0,0.0,"The noninstrument-rated pilot's intentional visual flight rules flight into instrument meteorological conditions, which resulted in a loss of airplane control due to spatial disorientation. Contributing to the accident were the pilot's overreliance on his limited instrument training.",2017
79886,Accident,2017-05-12,Non-Fatal,Substantial,Airplane,BROKAW BERGON F,Personal,0.0,0.0,1.0,0.0,The total loss of engine power due to fuel starvation.,2017
79887,Accident,2017-05-12,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,1.0,"The student pilots failure to maintain directional control of the airplane while landing with a tailwind.
",2017
79888,Accident,2017-05-12,Non-Fatal,Substantial,Airplane,JOHNSON KENNETH W,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain adequate airspeed during landing in gusting wind conditions, which resulted in a loss of directional control.
",2017
79891,Accident,2017-05-13,Non-Fatal,Substantial,Airplane,REIMS,Personal,0.0,2.0,0.0,0.0,"The pilots failure to maintain directional control during takeoff with a tailwind.",2017
79892,Accident,2017-05-13,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,1.0,0.0,1.0,"The pilot's improper in-flight fuel management, which resulted in a partial loss of engine power due to fuel starvation.",2017
79893,Accident,2017-05-13,Non-Fatal,Substantial,Glider,PIPISTREL DOO AJDOVSCINA,Personal,0.0,0.0,2.0,0.0,"The pilot's failure to obtain adequate airspeed during takeoff, which resulted in an aerodynamic stall/spin.",2017
79894,Accident,2017-05-13,Fatal,Substantial,Glider,AS+ LTD,Personal,1.0,0.0,0.0,0.0,The pilot's loss of control due to his diverted attention as he attempted to close the canopy that opened during initial climb.,2017
79895,Accident,2017-05-13,Non-Fatal,Substantial,Airplane,MOONEY AIRPLANE CO INC,Personal,0.0,0.0,0.0,1.0,The total loss of engine power for reasons that could not be determined based on the available information.,2017
79897,Accident,2017-05-14,Non-Fatal,Substantial,Airplane,WSK-PZL WARZAWA-OKECIE,Ferry,0.0,0.0,0.0,1.0,"The pilot's failure to maintain directional control during the landing roll. Contributing to the accident were the pilot's lack of training and experience in the accident make and model airplane.

",2017
79899,Accident,2017-05-14,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots unstabilized approach and improper landing flare, which resulted in a hard, porpoised landing.
",2017
79901,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,Aerial Application,0.0,1.0,0.0,0.0,"The pilots failure to maintain lateral control while maneuvering at a low altitude.",2017
79902,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,1.0,"Innacurate airspeed indications due to contamination of the pitot-static system with insect remains, which resulted in a high approach and landing speed and subsequent runway overrun.",2017
